Order_Item_ID,Order_ID,Product_ID,Quantity,Discount,Unit_Price,Cost_Price,Revenue,Cost,Profit,Profit_Margin
ITEM0005566,ORD006364,PROD0163,2,0.0,62.95,44.91,125.9,89.82,36.08,0.2866
ITEM0005567,ORD004727,PROD0092,2,0.1,72.3,36.65,130.14,73.3,56.84,0.4368
ITEM0005568,ORD011273,PROD0036,4,0.1,72.1,51.47,259.56,205.88,53.68,0.2068
ITEM0005569,ORD017139,PROD0021,1,0.0,105.02,61.73,105.02,61.73,43.29,0.4122
ITEM0005570,ORD004004,PROD0127,2,0.2,50.0,27.26,80.0,54.52,25.48,0.3185
ITEM0005571,ORD007141,PROD0186,1,0.05,232.12,145.64,220.51,145.64,74.87,0.3395
ITEM0005572,ORD015036,PROD0136,1,0.1,50.0,38.39,45.0,38.39,6.61,0.1469
ITEM0005573,ORD018141,PROD0084,4,0.25,50.0,26.17,150.0,104.68,45.32,0.3021
ITEM0005574,ORD011445,PROD0169,1,0.2,163.46,127.47,130.77,127.47,3.3,0.0252
ITEM0005575,ORD009911,PROD0159,5,0.1,93.32,51.69,419.94,258.45,161.49,0.3846
ITEM0005576,ORD010773,PROD0103,3,0.05,97.3,56.35,277.3,169.05,108.25,0.3904
ITEM0005577,ORD003233,PROD0124,1,0.05,50.0,40.87,47.5,40.87,6.63,0.1396
ITEM0005578,ORD010341,PROD0171,2,0.0,64.85,45.2,129.7,90.4,39.3,0.303
ITEM0005579,ORD008945,PROD0092,3,0.05,72.3,36.65,206.05,109.95,96.1,0.4664
ITEM0005580,ORD015169,PROD0005,1,0.1,50.0,32.02,45.0,32.02,12.98,0.2884
ITEM0005581,ORD010484,PROD0176,2,0.1,242.96,158.33,437.33,316.66,120.67,0.2759
ITEM0005582,ORD010495,PROD0149,1,0.2,50.0,28.18,40.0,28.18,11.82,0.2955
ITEM0005583,ORD012235,PROD0033,1,0.2,50.0,27.08,40.0,27.08,12.92,0.323
ITEM0005584,ORD018002,PROD0033,4,0.25,50.0,27.08,150.0,108.32,41.68,0.2779
ITEM0005585,ORD006246,PROD0098,1,0.0,50.0,39.15,50.0,39.15,10.85,0.217
ITEM0005586,ORD010896,PROD0147,3,0.05,97.88,77.77,278.96,233.31,45.65,0.1636
ITEM0005587,ORD010036,PROD0179,2,0.15,128.35,98.71,218.2,197.42,20.78,0.0952
ITEM0005588,ORD002084,PROD0095,5,0.1,50.0,39.79,225.0,198.95,26.05,0.1158
ITEM0005589,ORD007172,PROD0038,5,0.0,242.25,132.52,1211.25,662.6,548.65,0.453
ITEM0005590,ORD011816,PROD0186,1,0.1,232.12,145.64,208.91,145.64,63.27,0.3029
ITEM0005591,ORD002872,PROD0107,5,0.15,51.05,30.21,216.96,151.05,65.91,0.3038
ITEM0005592,ORD010923,PROD0170,3,0.15,153.91,111.94,392.47,335.82,56.65,0.1443
ITEM0005593,ORD004770,PROD0039,2,0.0,145.43,104.53,290.86,209.06,81.8,0.2812
ITEM0005594,ORD016306,PROD0166,3,0.15,50.0,25.37,127.5,76.11,51.39,0.4031
ITEM0005595,ORD008041,PROD0162,2,0.1,50.0,27.15,90.0,54.3,35.7,0.3967
ITEM0005596,ORD003283,PROD0060,2,0.05,50.0,33.91,95.0,67.82,27.18,0.2861
ITEM0005597,ORD010259,PROD0174,2,0.05,71.55,43.13,135.94,86.26,49.68,0.3655
ITEM0005598,ORD017217,PROD0147,2,0.05,97.88,77.77,185.97,155.54,30.43,0.1636
ITEM0005599,ORD009332,PROD0030,2,0.1,50.0,34.43,90.0,68.86,21.14,0.2349
ITEM0005600,ORD018465,PROD0163,1,0.2,62.95,44.91,50.36,44.91,5.45,0.1082
ITEM0005601,ORD018455,PROD0110,2,0.05,60.51,46.69,114.97,93.38,21.59,0.1878
ITEM0005602,ORD004310,PROD0005,2,0.15,50.0,32.02,85.0,64.04,20.96,0.2466
ITEM0005603,ORD010447,PROD0083,1,0.0,140.64,74.78,140.64,74.78,65.86,0.4683
ITEM0005604,ORD007482,PROD0118,1,0.1,277.1,170.43,249.39,170.43,78.96,0.3166
ITEM0005605,ORD013179,PROD0088,3,0.05,50.0,36.9,142.5,110.7,31.8,0.2232
ITEM0005606,ORD006402,PROD0079,1,0.05,50.0,28.66,47.5,28.66,18.84,0.3966
ITEM0005607,ORD016592,PROD0051,5,0.1,73.58,45.58,331.11,227.9,103.21,0.3117
ITEM0005608,ORD017863,PROD0190,1,0.1,50.0,29.21,45.0,29.21,15.79,0.3509
ITEM0005609,ORD011075,PROD0053,1,0.0,114.22,88.86,114.22,88.86,25.36,0.222
ITEM0005610,ORD003033,PROD0104,1,0.15,117.75,66.96,100.09,66.96,33.13,0.331
ITEM0005611,ORD004120,PROD0069,1,0.2,93.42,73.07,74.74,73.07,1.67,0.0223
ITEM0005612,ORD010445,PROD0140,3,0.05,182.31,100.15,519.58,300.45,219.13,0.4217
ITEM0005613,ORD013164,PROD0021,1,0.1,105.02,61.73,94.52,61.73,32.79,0.3469
ITEM0005614,ORD002311,PROD0144,2,0.2,50.0,26.05,80.0,52.1,27.9,0.3488
ITEM0005615,ORD018809,PROD0183,3,0.1,87.79,51.76,237.03,155.28,81.75,0.3449
ITEM0005616,ORD018397,PROD0200,2,0.0,50.0,30.45,100.0,60.9,39.1,0.391
ITEM0005617,ORD002140,PROD0059,1,0.25,90.74,69.09,68.05,69.09,-1.04,-0.0152
ITEM0005618,ORD005150,PROD0178,1,0.05,77.28,51.1,73.42,51.1,22.32,0.304
ITEM0005619,ORD013618,PROD0005,2,0.2,50.0,32.02,80.0,64.04,15.96,0.1995
ITEM0005620,ORD019101,PROD0128,1,0.05,78.29,46.8,74.38,46.8,27.58,0.3708
ITEM0005621,ORD018695,PROD0134,3,0.1,115.97,84.08,313.12,252.24,60.88,0.1944
ITEM0005622,ORD006393,PROD0092,1,0.0,72.3,36.65,72.3,36.65,35.65,0.4931
ITEM0005623,ORD019855,PROD0011,3,0.15,50.0,39.39,127.5,118.17,9.33,0.0732
ITEM0005624,ORD004067,PROD0012,3,0.25,50.0,32.43,112.5,97.29,15.21,0.1352
ITEM0005625,ORD002034,PROD0024,1,0.15,134.86,95.09,114.63,95.09,19.54,0.1705
ITEM0005626,ORD013220,PROD0124,2,0.2,50.0,40.87,80.0,81.74,-1.74,-0.0217
ITEM0005627,ORD002331,PROD0010,5,0.05,50.0,33.68,237.5,168.4,69.1,0.2909
ITEM0005628,ORD005031,PROD0060,2,0.15,50.0,33.91,85.0,67.82,17.18,0.2021
ITEM0005629,ORD007014,PROD0130,4,0.0,50.0,27.31,200.0,109.24,90.76,0.4538
ITEM0005630,ORD015584,PROD0019,4,0.15,50.0,26.99,170.0,107.96,62.04,0.3649
ITEM0005631,ORD010541,PROD0061,1,0.1,69.3,43.84,62.37,43.84,18.53,0.2971
ITEM0005632,ORD012155,PROD0119,1,0.05,79.18,43.33,75.22,43.33,31.89,0.424
ITEM0005633,ORD004500,PROD0103,2,0.1,97.3,56.35,175.14,112.7,62.44,0.3565
ITEM0005634,ORD010571,PROD0130,1,0.05,50.0,27.31,47.5,27.31,20.19,0.4251
ITEM0005635,ORD004705,PROD0135,3,0.1,87.37,53.75,235.9,161.25,74.65,0.3164
ITEM0005636,ORD006081,PROD0057,1,0.1,85.82,49.99,77.24,49.99,27.25,0.3528
ITEM0005637,ORD008238,PROD0160,1,0.25,426.79,220.08,320.09,220.08,100.01,0.3124
ITEM0005638,ORD016976,PROD0042,1,0.2,50.0,40.33,40.0,40.33,-0.33,-0.0082
ITEM0005639,ORD016342,PROD0122,4,0.05,58.13,30.93,220.89,123.72,97.17,0.4399
ITEM0005640,ORD011755,PROD0196,1,0.0,53.91,37.86,53.91,37.86,16.05,0.2977
ITEM0005641,ORD001265,PROD0065,4,0.15,346.75,236.03,1178.95,944.12,234.83,0.1992
ITEM0005642,ORD006024,PROD0006,1,0.15,59.81,39.24,50.84,39.24,11.6,0.2281
ITEM0005643,ORD008399,PROD0135,2,0.2,87.37,53.75,139.79,107.5,32.29,0.231
ITEM0005644,ORD004540,PROD0083,1,0.0,140.64,74.78,140.64,74.78,65.86,0.4683
ITEM0005645,ORD017379,PROD0079,2,0.1,50.0,28.66,90.0,57.32,32.68,0.3631
ITEM0005646,ORD017597,PROD0149,1,0.2,50.0,28.18,40.0,28.18,11.82,0.2955
ITEM0005647,ORD009972,PROD0096,3,0.05,156.16,78.83,445.06,236.49,208.57,0.4686
ITEM0005648,ORD007326,PROD0172,4,0.2,50.0,37.17,160.0,148.68,11.32,0.0707
ITEM0005649,ORD009376,PROD0004,1,0.0,88.05,44.87,88.05,44.87,43.18,0.4904
ITEM0005650,ORD002992,PROD0102,1,0.15,92.61,56.5,78.72,56.5,22.22,0.2823
ITEM0005651,ORD017601,PROD0179,1,0.0,128.35,98.71,128.35,98.71,29.64,0.2309
ITEM0005652,ORD008627,PROD0038,2,0.1,242.25,132.52,436.05,265.04,171.01,0.3922
ITEM0005653,ORD002148,PROD0104,2,0.05,117.75,66.96,223.72,133.92,89.8,0.4014
ITEM0005654,ORD010283,PROD0063,1,0.0,61.0,37.51,61.0,37.51,23.49,0.3851
ITEM0005655,ORD003755,PROD0143,1,0.15,219.55,139.82,186.62,139.82,46.8,0.2508
ITEM0005656,ORD011515,PROD0004,4,0.05,88.05,44.87,334.59,179.48,155.11,0.4636
ITEM0005657,ORD007866,PROD0070,4,0.15,50.0,30.72,170.0,122.88,47.12,0.2772
ITEM0005658,ORD016917,PROD0089,3,0.1,127.62,63.94,344.57,191.82,152.75,0.4433
ITEM0005659,ORD011433,PROD0082,1,0.05,632.1,504.74,600.5,504.74,95.76,0.1595
ITEM0005660,ORD004742,PROD0135,1,0.05,87.37,53.75,83.0,53.75,29.25,0.3524
ITEM0005661,ORD017836,PROD0066,2,0.2,72.77,37.04,116.43,74.08,42.35,0.3637
ITEM0005662,ORD016560,PROD0192,4,0.05,50.0,26.16,190.0,104.64,85.36,0.4493
ITEM0005663,ORD005121,PROD0077,2,0.25,62.38,33.13,93.57,66.26,27.31,0.2919
ITEM0005664,ORD005901,PROD0008,1,0.1,78.39,39.25,70.55,39.25,31.3,0.4437
ITEM0005665,ORD005808,PROD0024,4,0.0,134.86,95.09,539.44,380.36,159.08,0.2949
ITEM0005666,ORD009165,PROD0017,5,0.05,50.0,30.6,237.5,153.0,84.5,0.3558
ITEM0005667,ORD003208,PROD0038,2,0.15,242.25,132.52,411.82,265.04,146.78,0.3564
ITEM0005668,ORD012587,PROD0078,3,0.1,50.0,29.16,135.0,87.48,47.52,0.352
ITEM0005669,ORD002700,PROD0089,1,0.1,127.62,63.94,114.86,63.94,50.92,0.4433
ITEM0005670,ORD011526,PROD0188,3,0.1,50.0,32.31,135.0,96.93,38.07,0.282
ITEM0005671,ORD014802,PROD0160,4,0.1,426.79,220.08,1536.44,880.32,656.12,0.427
ITEM0005672,ORD004137,PROD0157,2,0.15,328.74,269.33,558.86,538.66,20.2,0.0361
ITEM0005673,ORD013910,PROD0047,3,0.15,99.01,67.69,252.48,203.07,49.41,0.1957
ITEM0005674,ORD015714,PROD0193,1,0.05,50.0,28.62,47.5,28.62,18.88,0.3975
ITEM0005675,ORD007429,PROD0102,3,0.1,92.61,56.5,250.05,169.5,80.55,0.3221
ITEM0005676,ORD012545,PROD0018,6,0.15,60.46,33.1,308.35,198.6,109.75,0.3559
ITEM0005677,ORD005592,PROD0059,1,0.1,90.74,69.09,81.67,69.09,12.58,0.154
ITEM0005678,ORD019026,PROD0173,1,0.25,88.69,47.87,66.52,47.87,18.65,0.2803
ITEM0005679,ORD003597,PROD0182,2,0.0,104.37,64.95,208.74,129.9,78.84,0.3777
ITEM0005680,ORD015550,PROD0130,1,0.05,50.0,27.31,47.5,27.31,20.19,0.4251
ITEM0005681,ORD011126,PROD0169,5,0.1,163.46,127.47,735.57,637.35,98.22,0.1335
ITEM0005682,ORD005089,PROD0023,2,0.05,92.48,70.69,175.71,141.38,34.33,0.1954
ITEM0005683,ORD011470,PROD0054,5,0.15,50.0,25.39,212.5,126.95,85.55,0.4026
ITEM0005684,ORD015608,PROD0103,3,0.05,97.3,56.35,277.3,169.05,108.25,0.3904
ITEM0005685,ORD002320,PROD0104,5,0.05,117.75,66.96,559.31,334.8,224.51,0.4014
ITEM0005686,ORD006067,PROD0136,3,0.1,50.0,38.39,135.0,115.17,19.83,0.1469
ITEM0005687,ORD013929,PROD0102,4,0.15,92.61,56.5,314.87,226.0,88.87,0.2823
ITEM0005688,ORD011586,PROD0054,1,0.15,50.0,25.39,42.5,25.39,17.11,0.4026
ITEM0005689,ORD010987,PROD0153,1,0.0,79.67,57.03,79.67,57.03,22.64,0.2842
ITEM0005690,ORD016890,PROD0010,1,0.15,50.0,33.68,42.5,33.68,8.82,0.2075
ITEM0005691,ORD006245,PROD0035,3,0.0,50.0,25.85,150.0,77.55,72.45,0.483
ITEM0005692,ORD000879,PROD0014,2,0.1,60.81,40.32,109.46,80.64,28.82,0.2633
ITEM0005693,ORD010433,PROD0031,6,0.15,67.69,40.86,345.22,245.16,100.06,0.2898
ITEM0005694,ORD012141,PROD0012,2,0.2,50.0,32.43,80.0,64.86,15.14,0.1892
ITEM0005695,ORD003001,PROD0122,1,0.25,58.13,30.93,43.6,30.93,12.67,0.2906
ITEM0005696,ORD009982,PROD0090,1,0.1,50.0,39.53,45.0,39.53,5.47,0.1216
ITEM0005697,ORD009766,PROD0164,1,0.05,50.0,38.06,47.5,38.06,9.44,0.1987
ITEM0005698,ORD007065,PROD0099,2,0.15,50.0,32.49,85.0,64.98,20.02,0.2355
ITEM0005699,ORD005684,PROD0033,2,0.05,50.0,27.08,95.0,54.16,40.84,0.4299
ITEM0005700,ORD019595,PROD0178,4,0.05,77.28,51.1,293.66,204.4,89.26,0.304
ITEM0005701,ORD017264,PROD0190,4,0.25,50.0,29.21,150.0,116.84,33.16,0.2211
ITEM0005702,ORD010117,PROD0188,1,0.1,50.0,32.31,45.0,32.31,12.69,0.282
ITEM0005703,ORD013130,PROD0172,1,0.05,50.0,37.17,47.5,37.17,10.33,0.2175
ITEM0005704,ORD014748,PROD0182,1,0.0,104.37,64.95,104.37,64.95,39.42,0.3777
ITEM0005705,ORD014057,PROD0136,2,0.15,50.0,38.39,85.0,76.78,8.22,0.0967
ITEM0005706,ORD008890,PROD0073,1,0.2,80.71,55.87,64.57,55.87,8.7,0.1347
ITEM0005707,ORD015282,PROD0173,2,0.05,88.69,47.87,168.51,95.74,72.77,0.4318
ITEM0005708,ORD002455,PROD0158,1,0.15,73.52,40.03,62.49,40.03,22.46,0.3594
ITEM0005709,ORD008768,PROD0111,1,0.1,209.98,139.44,188.98,139.44,49.54,0.2622
ITEM0005710,ORD008910,PROD0113,2,0.15,92.79,52.66,157.74,105.32,52.42,0.3323
ITEM0005711,ORD003098,PROD0101,1,0.1,50.0,25.39,45.0,25.39,19.61,0.4358
ITEM0005712,ORD004656,PROD0110,5,0.15,60.51,46.69,257.17,233.45,23.72,0.0922
ITEM0005713,ORD003769,PROD0024,3,0.0,134.86,95.09,404.58,285.27,119.31,0.2949
ITEM0005714,ORD012255,PROD0168,3,0.0,186.6,96.37,559.8,289.11,270.69,0.4835
ITEM0005715,ORD018985,PROD0157,2,0.2,328.74,269.33,525.98,538.66,-12.68,-0.0241
ITEM0005716,ORD013759,PROD0158,1,0.15,73.52,40.03,62.49,40.03,22.46,0.3594
ITEM0005717,ORD010671,PROD0083,3,0.05,140.64,74.78,400.82,224.34,176.48,0.4403
ITEM0005718,ORD006859,PROD0096,2,0.0,156.16,78.83,312.32,157.66,154.66,0.4952
ITEM0005719,ORD016926,PROD0098,2,0.0,50.0,39.15,100.0,78.3,21.7,0.217
ITEM0005720,ORD018127,PROD0038,5,0.15,242.25,132.52,1029.56,662.6,366.96,0.3564
ITEM0005721,ORD014075,PROD0024,1,0.2,134.86,95.09,107.89,95.09,12.8,0.1186
ITEM0005722,ORD010078,PROD0049,5,0.2,50.0,36.9,200.0,184.5,15.5,0.0775
ITEM0005723,ORD009991,PROD0164,1,0.0,50.0,38.06,50.0,38.06,11.94,0.2388
ITEM0005724,ORD015482,PROD0069,3,0.05,93.42,73.07,266.25,219.21,47.04,0.1767
ITEM0005725,ORD018025,PROD0074,2,0.1,50.0,37.11,90.0,74.22,15.78,0.1753
ITEM0005726,ORD006728,PROD0156,1,0.1,123.92,95.19,111.53,95.19,16.34,0.1465
ITEM0005727,ORD009302,PROD0005,1,0.05,50.0,32.02,47.5,32.02,15.48,0.3259
ITEM0005728,ORD010181,PROD0077,1,0.15,62.38,33.13,53.02,33.13,19.89,0.3752
ITEM0005729,ORD014132,PROD0143,5,0.3,219.55,139.82,768.42,699.1,69.33,0.0902
ITEM0005730,ORD003649,PROD0165,5,0.1,50.0,38.09,225.0,190.45,34.55,0.1536
ITEM0005731,ORD004194,PROD0058,1,0.1,50.0,34.87,45.0,34.87,10.13,0.2251
ITEM0005732,ORD004723,PROD0169,4,0.0,163.46,127.47,653.84,509.88,143.96,0.2202
ITEM0005733,ORD005954,PROD0162,1,0.15,50.0,27.15,42.5,27.15,15.35,0.3612
ITEM0005734,ORD014417,PROD0096,2,0.05,156.16,78.83,296.7,157.66,139.04,0.4686
ITEM0005735,ORD015246,PROD0006,2,0.0,59.81,39.24,119.62,78.48,41.14,0.3439
ITEM0005736,ORD011701,PROD0025,2,0.05,62.09,45.3,117.97,90.6,27.37,0.232
ITEM0005737,ORD017252,PROD0179,1,0.3,128.35,98.71,89.84,98.71,-8.87,-0.0987
ITEM0005738,ORD005994,PROD0111,1,0.05,209.98,139.44,199.48,139.44,60.04,0.301
ITEM0005739,ORD007011,PROD0122,5,0.2,58.13,30.93,232.52,154.65,77.87,0.3349
ITEM0005740,ORD000862,PROD0176,3,0.05,242.96,158.33,692.44,474.99,217.45,0.314
ITEM0005741,ORD017711,PROD0109,1,0.1,234.39,153.57,210.95,153.57,57.38,0.272
ITEM0005742,ORD002487,PROD0072,1,0.1,187.3,137.9,168.57,137.9,30.67,0.1819
ITEM0005743,ORD009043,PROD0097,1,0.05,50.0,35.85,47.5,35.85,11.65,0.2453
ITEM0005744,ORD002033,PROD0120,1,0.05,50.0,34.57,47.5,34.57,12.93,0.2722
ITEM0005745,ORD012639,PROD0114,1,0.0,110.74,75.02,110.74,75.02,35.72,0.3226
ITEM0005746,ORD002277,PROD0017,4,0.2,50.0,30.6,160.0,122.4,37.6,0.235
ITEM0005747,ORD016579,PROD0016,1,0.15,96.92,64.28,82.38,64.28,18.1,0.2197
ITEM0005748,ORD013260,PROD0100,4,0.0,85.81,52.2,343.24,208.8,134.44,0.3917
ITEM0005749,ORD008720,PROD0075,2,0.25,107.23,61.59,160.84,123.18,37.66,0.2342
ITEM0005750,ORD010793,PROD0151,2,0.0,298.38,204.27,596.76,408.54,188.22,0.3154
ITEM0005751,ORD011756,PROD0016,2,0.0,96.92,64.28,193.84,128.56,65.28,0.3368
ITEM0005752,ORD002585,PROD0162,2,0.05,50.0,27.15,95.0,54.3,40.7,0.4284
ITEM0005753,ORD011322,PROD0006,2,0.0,59.81,39.24,119.62,78.48,41.14,0.3439
ITEM0005754,ORD015696,PROD0167,3,0.15,50.0,40.87,127.5,122.61,4.89,0.0384
ITEM0005755,ORD018990,PROD0071,1,0.1,50.0,28.05,45.0,28.05,16.95,0.3767
ITEM0005756,ORD000930,PROD0124,2,0.15,50.0,40.87,85.0,81.74,3.26,0.0384
ITEM0005757,ORD017264,PROD0012,1,0.1,50.0,32.43,45.0,32.43,12.57,0.2793
ITEM0005758,ORD000094,PROD0147,2,0.25,97.88,77.77,146.82,155.54,-8.72,-0.0594
ITEM0005759,ORD004031,PROD0141,2,0.1,152.83,88.6,275.09,177.2,97.89,0.3559
ITEM0005760,ORD009375,PROD0076,1,0.1,72.65,53.53,65.39,53.53,11.86,0.1813
ITEM0005761,ORD017232,PROD0045,3,0.15,50.0,33.6,127.5,100.8,26.7,0.2094
ITEM0005762,ORD006362,PROD0144,1,0.0,50.0,26.05,50.0,26.05,23.95,0.479
ITEM0005763,ORD006278,PROD0098,1,0.05,50.0,39.15,47.5,39.15,8.35,0.1758
ITEM0005764,ORD018871,PROD0154,1,0.05,111.78,76.73,106.19,76.73,29.46,0.2774
ITEM0005765,ORD014814,PROD0007,3,0.15,161.81,120.29,412.62,360.87,51.75,0.1254
ITEM0005766,ORD003409,PROD0028,1,0.05,138.76,91.43,131.82,91.43,40.39,0.3064
ITEM0005767,ORD009840,PROD0033,1,0.05,50.0,27.08,47.5,27.08,20.42,0.4299
ITEM0005768,ORD003485,PROD0008,1,0.25,78.39,39.25,58.79,39.25,19.54,0.3324
ITEM0005769,ORD003726,PROD0077,3,0.05,62.38,33.13,177.78,99.39,78.39,0.4409
ITEM0005770,ORD009582,PROD0085,4,0.0,67.54,54.5,270.16,218.0,52.16,0.1931
ITEM0005771,ORD016052,PROD0058,3,0.05,50.0,34.87,142.5,104.61,37.89,0.2659
ITEM0005772,ORD000691,PROD0057,1,0.0,85.82,49.99,85.82,49.99,35.83,0.4175
ITEM0005773,ORD002805,PROD0120,5,0.15,50.0,34.57,212.5,172.85,39.65,0.1866
ITEM0005774,ORD016860,PROD0147,3,0.05,97.88,77.77,278.96,233.31,45.65,0.1636
ITEM0005775,ORD010607,PROD0047,5,0.1,99.01,67.69,445.54,338.45,107.1,0.2404
ITEM0005776,ORD007827,PROD0016,5,0.1,96.92,64.28,436.14,321.4,114.74,0.2631
ITEM0005777,ORD017895,PROD0138,1,0.2,168.35,131.12,134.68,131.12,3.56,0.0264
ITEM0005778,ORD012443,PROD0019,2,0.15,50.0,26.99,85.0,53.98,31.02,0.3649
ITEM0005779,ORD005852,PROD0162,3,0.0,50.0,27.15,150.0,81.45,68.55,0.457
ITEM0005780,ORD004215,PROD0089,5,0.15,127.62,63.94,542.38,319.7,222.68,0.4106
ITEM0005781,ORD005564,PROD0009,3,0.1,59.78,43.96,161.41,131.88,29.53,0.1829
ITEM0005782,ORD007631,PROD0071,2,0.1,50.0,28.05,90.0,56.1,33.9,0.3767
ITEM0005783,ORD010839,PROD0050,3,0.15,66.83,52.44,170.42,157.32,13.1,0.0768
ITEM0005784,ORD013936,PROD0153,1,0.3,79.67,57.03,55.77,57.03,-1.26,-0.0226
ITEM0005785,ORD010343,PROD0104,3,0.25,117.75,66.96,264.94,200.88,64.06,0.2418
ITEM0005786,ORD002256,PROD0077,3,0.2,62.38,33.13,149.71,99.39,50.32,0.3361
ITEM0005787,ORD015927,PROD0022,1,0.1,59.22,31.23,53.3,31.23,22.07,0.414
ITEM0005788,ORD005275,PROD0043,1,0.1,50.0,29.9,45.0,29.9,15.1,0.3356
ITEM0005789,ORD011051,PROD0184,3,0.2,118.93,72.66,285.43,217.98,67.45,0.2363
ITEM0005790,ORD011606,PROD0150,2,0.15,50.0,33.45,85.0,66.9,18.1,0.2129
ITEM0005791,ORD016090,PROD0039,1,0.1,145.43,104.53,130.89,104.53,26.36,0.2014
ITEM0005792,ORD010530,PROD0135,2,0.1,87.37,53.75,157.27,107.5,49.77,0.3164
ITEM0005793,ORD012642,PROD0139,5,0.0,101.12,67.56,505.6,337.8,167.8,0.3319
ITEM0005794,ORD016916,PROD0102,1,0.1,92.61,56.5,83.35,56.5,26.85,0.3221
ITEM0005795,ORD000135,PROD0005,3,0.05,50.0,32.02,142.5,96.06,46.44,0.3259
ITEM0005796,ORD008148,PROD0001,4,0.1,58.57,35.68,210.85,142.72,68.13,0.3231
ITEM0005797,ORD012012,PROD0011,2,0.3,50.0,39.39,70.0,78.78,-8.78,-0.1254
ITEM0005798,ORD003239,PROD0164,2,0.15,50.0,38.06,85.0,76.12,8.88,0.1045
ITEM0005799,ORD008732,PROD0172,2,0.1,50.0,37.17,90.0,74.34,15.66,0.174
ITEM0005800,ORD003731,PROD0185,4,0.05,50.0,30.06,190.0,120.24,69.76,0.3672
ITEM0005801,ORD019967,PROD0044,1,0.2,61.74,36.8,49.39,36.8,12.59,0.2549
ITEM0005802,ORD019159,PROD0060,2,0.1,50.0,33.91,90.0,67.82,22.18,0.2464
ITEM0005803,ORD008612,PROD0186,2,0.1,232.12,145.64,417.82,291.28,126.54,0.3029
ITEM0005804,ORD016408,PROD0026,4,0.0,168.8,134.47,675.2,537.88,137.32,0.2034
ITEM0005805,ORD019198,PROD0006,2,0.05,59.81,39.24,113.64,78.48,35.16,0.3094
ITEM0005806,ORD018010,PROD0052,2,0.1,50.0,25.63,90.0,51.26,38.74,0.4304
ITEM0005807,ORD015466,PROD0162,1,0.0,50.0,27.15,50.0,27.15,22.85,0.457
ITEM0005808,ORD016633,PROD0149,4,0.05,50.0,28.18,190.0,112.72,77.28,0.4067
ITEM0005809,ORD002573,PROD0039,2,0.1,145.43,104.53,261.77,209.06,52.71,0.2014
ITEM0005810,ORD002677,PROD0144,2,0.1,50.0,26.05,90.0,52.1,37.9,0.4211
ITEM0005811,ORD007180,PROD0024,5,0.05,134.86,95.09,640.58,475.45,165.14,0.2578
ITEM0005812,ORD014546,PROD0151,2,0.15,298.38,204.27,507.25,408.54,98.71,0.1946
ITEM0005813,ORD018995,PROD0067,2,0.2,67.01,47.53,107.22,95.06,12.16,0.1134
ITEM0005814,ORD013382,PROD0122,1,0.15,58.13,30.93,49.41,30.93,18.48,0.374
ITEM0005815,ORD004064,PROD0198,5,0.0,112.46,92.21,562.3,461.05,101.25,0.1801
ITEM0005816,ORD006565,PROD0025,1,0.15,62.09,45.3,52.78,45.3,7.48,0.1417
ITEM0005817,ORD004555,PROD0150,1,0.05,50.0,33.45,47.5,33.45,14.05,0.2958
ITEM0005818,ORD019678,PROD0075,2,0.1,107.23,61.59,193.01,123.18,69.83,0.3618
ITEM0005819,ORD019089,PROD0049,1,0.0,50.0,36.9,50.0,36.9,13.1,0.262
ITEM0005820,ORD012095,PROD0143,1,0.2,219.55,139.82,175.64,139.82,35.82,0.2039
ITEM0005821,ORD014926,PROD0029,1,0.05,62.56,50.25,59.43,50.25,9.18,0.1545
ITEM0005822,ORD008946,PROD0107,1,0.15,51.05,30.21,43.39,30.21,13.18,0.3038
ITEM0005823,ORD018073,PROD0043,6,0.25,50.0,29.9,225.0,179.4,45.6,0.2027
ITEM0005824,ORD002727,PROD0100,1,0.15,85.81,52.2,72.94,52.2,20.74,0.2843
ITEM0005825,ORD017484,PROD0045,2,0.05,50.0,33.6,95.0,67.2,27.8,0.2926
ITEM0005826,ORD012565,PROD0107,1,0.05,51.05,30.21,48.5,30.21,18.29,0.3771
ITEM0005827,ORD006638,PROD0020,1,0.0,128.34,64.99,128.34,64.99,63.35,0.4936
ITEM0005828,ORD008146,PROD0146,4,0.2,50.0,38.15,160.0,152.6,7.4,0.0463
ITEM0005829,ORD019216,PROD0024,1,0.15,134.86,95.09,114.63,95.09,19.54,0.1705
ITEM0005830,ORD006386,PROD0035,2,0.1,50.0,25.85,90.0,51.7,38.3,0.4256
ITEM0005831,ORD007365,PROD0176,2,0.1,242.96,158.33,437.33,316.66,120.67,0.2759
ITEM0005832,ORD006280,PROD0122,2,0.05,58.13,30.93,110.45,61.86,48.59,0.4399
ITEM0005833,ORD018412,PROD0103,1,0.0,97.3,56.35,97.3,56.35,40.95,0.4209
ITEM0005834,ORD006737,PROD0155,3,0.1,80.46,51.13,217.24,153.39,63.85,0.2939
ITEM0005835,ORD008057,PROD0126,1,0.05,50.52,33.23,47.99,33.23,14.76,0.3076
ITEM0005836,ORD016019,PROD0145,2,0.15,206.36,110.58,350.81,221.16,129.65,0.3696
ITEM0005837,ORD019054,PROD0067,3,0.0,67.01,47.53,201.03,142.59,58.44,0.2907
ITEM0005838,ORD005712,PROD0042,2,0.15,50.0,40.33,85.0,80.66,4.34,0.0511
